id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NAALADL1	4	0.085224	0.19093	0.957998	3798	3	-0.38121	0.96703	0.96697	0.999997	18305	0	-0.38121
DNAL1	4	0.085255	0.19098	0.957998	3799	3	-0.5765	0.35508	0.53194	0.999997	9908	1	-0.5765
LLGL2	4	0.085256	0.19098	0.957998	3800	2	-0.38484	0.58191	0.72402	0.999997	13476	2	-0.38484
PRX	4	0.085265	0.191	0.957998	3801	3	-0.76737	0.17526	0.34338	0.999997	6453	1	-0.76737
CALM3	4	0.085273	0.19101	0.957998	3802	3	-2.2089	0.53637	0.68464	0.999997	12700	1	-2.2089
MYCBP	4	0.085275	0.19101	0.957998	3803	3	-0.65794	0.42927	0.59425	0.999997	11041	1	-0.65794
USP17L29	4	0.085295	0.19105	0.957998	3804	3	-1.0178	0.97576	0.97572	0.999997	18498	0	-1.0178
FAP	4	0.085321	0.19111	0.957998	3805	2	-0.1752	0.94463	0.94452	0.999997	17801	0	-0.1752
C1orf167	4	0.085369	0.19119	0.957998	3806	1	0.78929	0.090655	0.20848	0.99012	4022	3	0.78929
EFCAB1	3	0.085427	0.17433	0.957685	3807	1	0.20598	0.42194	0.57491	0.999997	10931	2	0.20598
KIAA1211L	4	0.08544	0.19132	0.957998	3808	2	-0.52878	0.30009	0.48629	0.999997	9060	1	-0.52878
KCNA1	4	0.085466	0.19136	0.957998	3809	1	0.48612	0.13068	0.27418	0.999997	5204	2	0.48612
CFAP44	4	0.085515	0.19146	0.957998	3810	1	0.76911	0.049058	0.13547	0.963569	2685	3	0.76911
GPHN	4	0.085543	0.1915	0.957998	3811	3	-0.77455	0.57049	0.71412	0.999997	13290	1	-0.77455
INHA	4	0.085552	0.19151	0.957998	3812	3	-0.58481	0.1645	0.32695	0.999997	6147	1	-0.58481
CLDN25	4	0.085563	0.19153	0.957998	3813	1	0.74146	0.10314	0.22938	0.994859	4394	2	0.74146
NARF	4	0.085592	0.19158	0.957998	3814	3	-0.65803	0.49342	0.64814	0.999997	12030	1	-0.65803
IL21	4	0.085612	0.19161	0.957998	3815	2	-0.29338	0.90911	0.90887	0.999997	17069	0	-0.29338
TCP11L1	4	0.085622	0.19162	0.957998	3816	3	-0.45034	0.69158	0.77677	0.999997	14469	1	-0.45034
TP53I11	4	0.08566	0.1917	0.957998	3817	1	-0.22475	0.88797	0.88901	0.999997	16673	1	-0.22475
CCER1	4	0.085681	0.19174	0.957998	3818	3	-0.86292	0.44652	0.60868	0.999997	11291	1	-0.86292
GLI3	4	0.085716	0.19179	0.957998	3819	2	-0.48528	0.06849	0.17023	0.97762	3320	2	-0.48528
PAX8	4	0.085721	0.1918	0.957998	3820	3	-0.82802	0.92485	0.92466	0.999997	17374	0	-0.82802
DNM1	4	0.085731	0.19182	0.957998	3821	3	-0.50401	0.29867	0.48507	0.999997	9038	1	-0.50401
C11orf91	4	0.085747	0.19185	0.957998	3822	2	-0.02229	0.28579	0.47459	0.999997	8834	2	-0.02229
KLRC4	4	0.085778	0.19189	0.957998	3823	2	-0.79382	0.69985	0.78014	0.999997	14540	1	-0.79382
DKKL1	4	0.085791	0.19192	0.957998	3824	3	-0.7342	0.9135	0.91329	0.999997	17154	0	-0.7342
OR2M5	4	0.085902	0.19212	0.958231	3825	2	0.056531	0.27936	0.46932	0.999997	8743	2	0.056531
RSPO4	4	0.08593	0.19217	0.958231	3826	3	-0.46386	0.09627	0.21796	0.99291	4191	1	-0.46386
KRT82	4	0.085947	0.1922	0.958231	3827	2	-0.73558	0.37004	0.54448	0.999997	10135	2	-0.73558
C9orf135	4	0.085993	0.19229	0.958231	3828	2	-0.040445	0.22356	0.41437	0.999997	7766	2	-0.040445
M6PR	4	0.086039	0.19238	0.958231	3829	2	-0.088671	0.27394	0.46487	0.999997	8663	2	-0.088671
NCAM1	4	0.086054	0.19241	0.958231	3830	2	0.31619	0.048789	0.13498	0.963569	2675	2	0.31619
DLGAP1	4	0.086059	0.19242	0.958231	3831	3	-0.60007	0.43361	0.59789	0.999997	11105	1	-0.60007
ARGLU1	4	0.086069	0.19244	0.958231	3832	3	-1.2118	0.94028	0.94022	0.999997	17708	0	-1.2118
B3GALNT2	4	0.08607	0.19244	0.958231	3833	2	0.057572	0.12896	0.27146	0.999997	5154	2	0.057572
TMED6	4	0.086089	0.19247	0.958231	3834	3	-0.81671	0.84023	0.8527	0.999997	15939	1	-0.81671
NUP205	4	0.086164	0.1926	0.958313	3835	3	-0.56307	0.75415	0.80454	0.999997	14977	1	-0.56307
AGAP4	4	0.086193	0.19265	0.958313	3836	2	-0.079366	0.86909	0.87354	0.999997	16363	1	-0.079366
GOLIM4	4	0.086241	0.19274	0.958313	3837	2	-0.081626	0.70683	0.78305	0.999997	14584	1	-0.081626
GOLGA6D	4	0.08629	0.19282	0.958313	3838	2	-0.31983	0.33936	0.51885	0.999997	9661	2	-0.31983
FSIP1	4	0.086301	0.19284	0.958313	3839	2	-0.48037	0.49628	0.65059	0.999997	12084	2	-0.48037
ANKRD34C	4	0.086328	0.19288	0.958313	3840	3	-1.0086	0.97236	0.97232	0.999997	18424	0	-1.0086
ZMYM5	4	0.086338	0.19289	0.958313	3841	1	-0.095231	0.12825	0.27034	0.999997	5133	1	-0.095231
TGFB2	4	0.086387	0.19298	0.958313	3842	1	-0.031463	0.47781	0.63504	0.999997	11766	2	-0.031463
KLHL41	4	0.086408	0.19301	0.958313	3843	3	-0.37274	0.020841	0.066289	0.903261	1399	1	-0.37274
PGF	4	0.086409	0.19301	0.958313	3844	2	-0.43529	0.2866	0.47525	0.999997	8844	1	-0.43529
PAN2	4	0.086448	0.19308	0.958313	3845	3	-0.59812	0.85114	0.8602	0.999997	16076	1	-0.59812
TNFSF10	4	0.086483	0.19315	0.958313	3846	2	-0.31138	0.45439	0.61532	0.999997	11402	1	-0.31138
DRD3	4	0.08658	0.19332	0.958313	3847	2	-0.047349	0.31547	0.49905	0.999997	9287	2	-0.047349
HNRNPA1	4	0.086617	0.19339	0.958313	3848	3	-0.6039	0.85086	0.86	0.999997	16073	1	-0.6039
CAPN3	4	0.086629	0.19341	0.958313	3849	2	-0.64573	0.53075	0.67973	0.999997	12603	1	-0.64573
GPR65	4	0.086725	0.19357	0.958313	3850	1	0.80938	0.097674	0.22029	0.993441	4232	3	0.80938
IQSEC2	4	0.086737	0.19359	0.958313	3851	3	-0.4335	0.87834	0.88085	0.999997	16510	1	-0.4335
LRRIQ1	4	0.086774	0.19365	0.958313	3852	1	-0.06568	0.45636	0.61701	0.999997	11439	1	-0.06568
FAM173B	4	0.086825	0.19374	0.958313	3853	3	-1.1009	0.92508	0.92487	0.999997	17377	0	-1.1009
IL22RA2	4	0.086871	0.19382	0.958313	3854	2	-0.10401	0.31379	0.49768	0.999997	9259	2	-0.10401
EIF6	4	0.086937	0.19393	0.958313	3855	3	-1.1514	0.90115	0.90095	0.999997	16917	1	-1.1514
ADAM20	4	0.086949	0.19395	0.958313	3856	2	-0.36274	0.87283	0.87646	0.999997	16422	1	-0.36274
IKZF1	4	0.086964	0.19398	0.958313	3857	2	-0.20416	0.29042	0.4784	0.999997	8900	2	-0.20416
EPN1	4	0.086967	0.19398	0.958313	3858	2	-0.54569	0.58503	0.72669	0.999997	13528	1	-0.54569
KIF27	4	0.087057	0.19415	0.958313	3859	3	-0.63748	0.69635	0.77871	0.999997	14511	1	-0.63748
NUP210	4	0.087077	0.19418	0.958313	3860	3	-0.83461	0.22985	0.42332	0.999997	7909	1	-0.83461
SLC1A5	4	0.087112	0.19424	0.958313	3861	2	0.027045	0.33215	0.51288	0.999997	9554	2	0.027045
KDELR1	4	0.087168	0.19433	0.958313	3862	3	-1.1186	0.49363	0.64833	0.999997	12033	1	-1.1186
ZNF146	4	0.087212	0.19441	0.958313	3863	2	0.011804	0.14269	0.29328	0.999997	5563	2	0.011804
PLEKHA4	4	0.087227	0.19444	0.958313	3864	2	-0.65323	0.32404	0.50612	0.999997	9418	1	-0.65323
PAK1IP1	4	0.087228	0.19445	0.958313	3865	3	-1.764	0.79291	0.82441	0.999997	15380	1	-1.764
KIT	4	0.087306	0.19459	0.958313	3866	2	-0.42844	0.67119	0.76862	0.999997	14296	1	-0.42844
CALCA	4	0.087335	0.19465	0.958313	3867	2	-0.46034	0.36137	0.53724	0.999997	10008	2	-0.46034
COL6A1	4	0.087354	0.19469	0.958313	3868	2	-0.29763	0.57541	0.7184	0.999997	13362	1	-0.29763
ZNF277	4	0.087397	0.19476	0.958313	3869	2	-0.27379	0.32377	0.50587	0.999997	9412	1	-0.27379
MCCC2	4	0.087451	0.19485	0.958313	3870	1	0.16849	0.23249	0.42702	0.999997	7986	3	0.16849
NLRC3	4	0.087479	0.1949	0.958313	3871	3	-0.80158	0.56162	0.70652	0.999997	13124	1	-0.80158
SPO11	4	0.087499	0.19494	0.958313	3872	2	0.014215	0.0063308	0.021902	0.828808	500	2	0.014215
PLA2G1B	4	0.087529	0.19499	0.958313	3873	3	-0.60806	0.2584	0.45215	0.999997	8435	1	-0.60806
OR2J2	4	0.087548	0.19501	0.958313	3874	2	0.11248	0.11806	0.25381	0.997156	4856	2	0.11248
RSG1	4	0.087549	0.19501	0.958313	3875	3	-0.74132	0.56377	0.70835	0.999997	13163	1	-0.74132
FAM213B	4	0.087583	0.19508	0.958313	3876	3	-0.75175	0.91541	0.91521	0.999997	17197	0	-0.75175
OXCT2	4	0.087614	0.19513	0.958313	3877	2	-1.0144	0.66694	0.76698	0.999997	14271	1	-1.0144
RHBDL2	4	0.087629	0.19516	0.958313	3878	3	-0.71325	0.91739	0.91721	0.999997	17236	0	-0.71325
MYO15A	4	0.087645	0.19518	0.958313	3879	1	0.90911	0.17253	0.3392	0.999997	6390	3	0.90911
ZNF599	4	0.087676	0.19524	0.958313	3880	3	-0.61552	0.73275	0.79438	0.999997	14770	1	-0.61552
GPRASP2	4	0.087693	0.19527	0.958313	3881	2	0.090337	0.0090605	0.03063	0.843921	689	2	0.090337
C9orf170	4	0.08776	0.1954	0.958313	3882	3	-0.40892	0.87339	0.87689	0.999997	16432	1	-0.40892
LRRC40	4	0.08782	0.19552	0.958313	3883	3	-0.88459	0.65558	0.76266	0.999997	14180	1	-0.88459
DNAH9	4	0.087831	0.19554	0.958313	3884	2	-0.56015	0.42387	0.58964	0.999997	10962	1	-0.56015
PPP1R2	4	0.087891	0.19565	0.958313	3885	3	-1.1671	0.88483	0.88622	0.999997	16614	1	-1.1671
TFDP1	4	0.087911	0.1957	0.958313	3886	3	-1.9321	0.22994	0.42345	0.999997	7913	1	-1.9321
ZNF792	4	0.087935	0.19574	0.958313	3887	2	-1.413	0.79405	0.82504	0.999997	15394	1	-1.413
DUSP6	4	0.087941	0.19575	0.958313	3888	3	-0.91867	0.91848	0.91826	0.999997	17256	0	-0.91867
PTCD1	4	0.087986	0.19584	0.958313	3889	3	-0.82678	0.74915	0.80211	0.999997	14933	1	-0.82678
VPS13C	4	0.088017	0.19589	0.958313	3890	2	-1.1719	0.23376	0.42884	0.999997	8013	2	-1.1719
ZNF334	4	0.088048	0.19594	0.958313	3891	2	-0.6715	0.29688	0.48359	0.999997	9002	1	-0.6715
DRICH1	4	0.088072	0.19599	0.958313	3892	3	-0.52509	0.678	0.77128	0.999997	14353	1	-0.52509
KIF2C	4	0.088079	0.196	0.958313	3893	2	-0.30161	0.29576	0.48267	0.999997	8984	2	-0.30161
MAN2A2	4	0.08808	0.196	0.958313	3894	2	-0.35839	0.68951	0.77592	0.999997	14446	1	-0.35839
CAPS2	4	0.088103	0.19604	0.958313	3895	3	-0.41588	0.86039	0.86695	0.999997	16203	1	-0.41588
ACAD9	4	0.088126	0.19608	0.958313	3896	3	-0.75226	0.29397	0.48121	0.999997	8955	1	-0.75226
METTL6	4	0.088128	0.19608	0.958313	3897	1	0.8895	0.093646	0.21352	0.991647	4111	3	0.8895
ANXA4	4	0.088133	0.19609	0.958313	3898	3	-0.48324	0.51164	0.66346	0.999997	12299	1	-0.48324
FAM57A	4	0.088153	0.19614	0.958313	3899	3	-0.91007	0.97398	0.97391	0.999997	18459	0	-0.91007
TMTC2	4	0.088172	0.19617	0.958313	3900	2	0.24437	0.062769	0.16012	0.973576	3138	2	0.24437
HMX3	4	0.088225	0.19626	0.958313	3901	2	-0.16893	0.25163	0.44651	0.999997	8332	1	-0.16893
DLGAP5	4	0.088264	0.19634	0.958313	3902	3	-0.75214	0.65015	0.76068	0.999997	14139	1	-0.75214
MMP2	4	0.088273	0.19636	0.958313	3903	2	-0.34769	0.93086	0.93061	0.999997	17509	0	-0.34769
MT1X	4	0.088284	0.19639	0.958313	3904	3	-0.48655	0.93762	0.93757	0.999997	17652	0	-0.48655
CT83	4	0.088304	0.19643	0.958313	3905	3	-0.72454	0.94373	0.94364	0.999997	17782	0	-0.72454
SRPK3	4	0.088312	0.19644	0.958313	3906	2	-0.21451	0.22177	0.41176	0.999997	7722	2	-0.21451
PHLPP2	4	0.088328	0.19646	0.958313	3907	2	-0.42686	0.30452	0.48992	0.999997	9129	1	-0.42686
RAG1	4	0.088365	0.19654	0.958313	3908	3	-0.77462	0.30429	0.48973	0.999997	9124	1	-0.77462
LCE3E	4	0.08837	0.19655	0.958313	3909	1	0.087119	0.638	0.75627	0.999997	14059	1	0.087119
SFT2D3	4	0.088416	0.19664	0.958313	3910	3	-1.0998	0.76649	0.81065	0.999997	15097	1	-1.0998
CRMP1	4	0.088437	0.19668	0.958313	3911	2	-0.37112	0.60455	0.74374	0.999997	13847	1	-0.37112
ZNF268	4	0.088446	0.19669	0.958313	3912	3	-0.54259	0.10068	0.22529	0.994417	4317	1	-0.54259
ARF6	4	0.088466	0.19673	0.958313	3913	1	-0.23799	0.93737	0.93732	0.999997	17645	0	-0.23799
JAGN1	4	0.088515	0.19682	0.958313	3914	1	0.46968	0.11852	0.25456	0.99781	4870	3	0.46968
CFTR	4	0.088517	0.19682	0.958313	3915	3	-0.72953	0.43678	0.60049	0.999997	11146	1	-0.72953
ITFG3	4	0.088537	0.19686	0.958313	3916	3	-0.47047	0.77484	0.81482	0.999997	15181	1	-0.47047
PHOX2B	4	0.088547	0.19688	0.958313	3917	3	-0.57623	0.8837	0.88525	0.999997	16592	1	-0.57623
COASY	4	0.088563	0.1969	0.958313	3918	1	0.24286	0.53146	0.68035	0.999997	12617	2	0.24286
LPPR1	4	0.088598	0.19696	0.958313	3919	3	-0.54503	0.22048	0.40992	0.999997	7687	1	-0.54503
PIH1D1	4	0.088658	0.19707	0.958313	3920	3	-1.5315	0.96842	0.96837	0.999997	18336	0	-1.5315
OR6Q1	4	0.08866	0.19707	0.958313	3921	1	0.18925	0.036604	0.10981	0.946517	2205	2	0.18925
TRIM68	3	0.088681	0.17845	0.957685	3922	1	-0.1095	0.81267	0.81338	0.999997	15609	1	-0.1095
CYP11B1	4	0.088708	0.19715	0.958313	3923	1	0.16641	0.29819	0.48466	0.999997	9029	2	0.16641
GABRE	4	0.088729	0.19718	0.958313	3924	3	-0.55043	0.5821	0.72417	0.999997	13482	1	-0.55043
TSKU	4	0.088749	0.19722	0.958313	3925	3	-0.87137	0.52402	0.67405	0.999997	12493	1	-0.87137
UBE2T	4	0.08877	0.19726	0.958313	3926	3	-0.43104	0.96603	0.96597	0.999997	18280	0	-0.43104
ASMT	4	0.088805	0.19731	0.958313	3927	2	0.16027	0.066047	0.16593	0.977205	3241	2	0.16027
AMDHD1	4	0.08881	0.19732	0.958313	3928	2	-0.39701	0.90486	0.90455	0.999997	16994	1	-0.39701
GDF15	4	0.088857	0.1974	0.958313	3929	2	-0.89217	0.91541	0.91521	0.999997	17196	0	-0.89217
SGK1	4	0.088861	0.1974	0.958313	3930	3	-0.4198	0.90697	0.90671	0.999997	17037	1	-0.4198
CIDEB	4	0.088904	0.19748	0.958313	3931	3	-0.53298	0.91826	0.91804	0.999997	17252	0	-0.53298
TLR1	4	0.088932	0.19754	0.958313	3932	3	-0.89122	0.89178	0.89238	0.999997	16748	1	-0.89122
METTL16	4	0.08895	0.19757	0.958313	3933	1	0.32537	0.46436	0.62372	0.999997	11556	2	0.32537
MIA2	4	0.088993	0.19764	0.958313	3934	3	-0.7875	0.01742	0.056326	0.900885	1183	1	-0.7875
MFSD4	4	0.089033	0.19771	0.958313	3935	3	-0.71286	0.83785	0.85115	0.999997	15909	1	-0.71286
EIF3J	4	0.089122	0.19788	0.958313	3936	2	-0.46124	0.12909	0.27166	0.999997	5158	2	-0.46124
CR1L	4	0.089143	0.19792	0.958313	3937	1	0.37886	0.2306	0.42439	0.999997	7932	2	0.37886
C1orf204	4	0.089191	0.198	0.958313	3938	2	-0.47212	0.80758	0.83269	0.999997	15560	1	-0.47212
SYCP1	4	0.089215	0.19805	0.958313	3939	2	-0.23907	0.56346	0.70808	0.999997	13154	2	-0.23907
CLMP	4	0.089288	0.19818	0.958313	3940	2	-0.23038	0.85576	0.86354	0.999997	16126	1	-0.23038
CHRM5	4	0.089297	0.1982	0.958313	3941	3	-0.89465	0.3659	0.54102	0.999997	10076	1	-0.89465
AURKA	4	0.089318	0.19824	0.958313	3942	3	-2.4551	0.13992	0.28896	0.999997	5484	1	-2.4551
GIMAP5	4	0.089336	0.19826	0.958313	3943	1	-0.14939	0.70349	0.78164	0.999997	14568	1	-0.14939
AFMID	4	0.089384	0.19835	0.958313	3944	2	-0.33539	0.30152	0.48747	0.999997	9085	1	-0.33539
ATXN7L2	4	0.089387	0.19836	0.958313	3945	3	-1.084	0.83738	0.85084	0.999997	15901	1	-1.084
NSMCE2	4	0.089403	0.19838	0.958313	3946	3	-1.8085	0.89609	0.89625	0.999997	16833	1	-1.8085
GBP4	4	0.089418	0.19841	0.958313	3947	2	-0.35338	0.32219	0.50455	0.999997	9384	1	-0.35338
CAMP	4	0.089432	0.19844	0.958313	3948	1	0.17084	0.46468	0.62398	0.999997	11560	2	0.17084
TEX37	4	0.08948	0.19852	0.958313	3949	3	-0.74965	0.97285	0.97281	0.999997	18437	0	-0.74965
MRPL33	4	0.089552	0.19865	0.958313	3950	3	-0.70075	0.73949	0.79744	0.999997	14840	1	-0.70075
FBRSL1	4	0.089577	0.19869	0.958313	3951	2	0.1728	0.23209	0.4265	0.999997	7976	2	0.1728
WDR31	4	0.08959	0.19871	0.958313	3952	2	-0.12012	0.36407	0.53947	0.999997	10045	2	-0.12012
DCAF12L2	4	0.089643	0.19881	0.958313	3953	3	-0.45685	0.96221	0.96212	0.999997	18191	0	-0.45685
TMEM26	4	0.089653	0.19882	0.958313	3954	2	-0.95901	0.67344	0.76953	0.999997	14313	1	-0.95901
AGGF1	4	0.089668	0.19885	0.958313	3955	2	-0.78744	0.53243	0.68123	0.999997	12639	2	-0.78744
RSAD1	4	0.089715	0.19893	0.958313	3956	2	-0.44576	0.88778	0.88883	0.999997	16667	1	-0.44576
OPN1LW	4	0.089722	0.19894	0.958313	3957	1	0.69669	0.046739	0.13132	0.95712	2618	2	0.69669
NCAPG2	4	0.089745	0.19899	0.958313	3958	3	-1.4009	0.93118	0.93096	0.999997	17516	0	-1.4009
TMX2	4	0.089747	0.199	0.958313	3959	2	-0.48218	0.64944	0.76043	0.999997	14134	1	-0.48218
ITLN1	4	0.089766	0.19904	0.958313	3960	3	-0.62818	0.93928	0.93925	0.999997	17684	0	-0.62818
ALG11	4	0.089778	0.19907	0.958313	3961	2	-0.57323	0.49927	0.65307	0.999997	12135	2	-0.57323
HIST1H4J	4	0.089867	0.19922	0.958313	3962	2	-0.61848	0.59032	0.73131	0.999997	13611	2	-0.61848
TCAIM	4	0.089915	0.1993	0.958313	3963	2	-0.39572	0.50288	0.65608	0.999997	12183	2	-0.39572
PRIM1	4	0.089919	0.19931	0.958313	3964	3	-0.56728	0.88972	0.89051	0.999997	16709	1	-0.56728
BCL2	4	0.089934	0.19934	0.958313	3965	2	-0.58759	0.16499	0.32773	0.999997	6169	1	-0.58759
CBX8	4	0.089939	0.19935	0.958313	3966	3	-0.48379	0.82623	0.84375	0.999997	15769	1	-0.48379
SLC22A12	4	0.089964	0.19939	0.958313	3967	2	-0.33047	0.18366	0.35597	0.999997	6688	1	-0.33047
AKT2	4	0.089966	0.19939	0.958313	3968	2	-0.35104	0.94662	0.94657	0.999997	17853	0	-0.35104
C16orf97	4	0.090012	0.19947	0.958313	3969	2	-0.27607	0.8616	0.86786	0.999997	16223	1	-0.27607
IZUMO1	4	0.090021	0.19949	0.958313	3970	3	-0.74252	0.59116	0.73206	0.999997	13627	1	-0.74252
CAP1	4	0.090051	0.19955	0.958313	3971	3	-1.1546	0.21932	0.4083	0.999997	7663	1	-1.1546
GRM7	4	0.09006	0.19956	0.958313	3972	2	-0.095048	0.3247	0.50666	0.999997	9429	2	-0.095048
SPOP	4	0.090122	0.19966	0.958313	3973	3	-1.0349	0.88822	0.88921	0.999997	16679	1	-1.0349
LRRC23	4	0.090205	0.19981	0.958313	3974	3	-0.93932	0.90137	0.90116	0.999997	16922	1	-0.93932
SYNPO	4	0.090253	0.19991	0.958313	3975	2	-0.13044	0.046789	0.13142	0.95712	2620	2	-0.13044
GTSF1L	4	0.090279	0.19995	0.958313	3976	2	-1.2108	0.27231	0.46352	0.999997	8641	2	-1.2108
SELK	4	0.090301	0.19999	0.958313	3977	2	-0.017984	0.67536	0.77024	0.999997	14332	1	-0.017984
TWF1	4	0.090307	0.2	0.958313	3978	3	-0.98476	0.0086489	0.029333	0.843921	661	1	-0.98476
PIK3R5	4	0.090327	0.20005	0.958313	3979	3	-0.81624	0.94956	0.9495	0.999997	17920	0	-0.81624
TM6SF1	4	0.090348	0.20008	0.958313	3980	3	-0.88939	0.90985	0.9096	0.999997	17078	0	-0.88939
SEMA3B	4	0.090357	0.2001	0.958313	3981	2	0.36859	0.039496	0.11742	0.953069	2351	2	0.36859
SERPINF1	4	0.090378	0.20014	0.958313	3982	3	-0.42534	0.74592	0.80056	0.999997	14903	1	-0.42534
FOXM1	4	0.090398	0.20018	0.958313	3983	2	-0.62434	0.4232	0.5891	0.999997	10948	2	-0.62434
ULK4	4	0.090399	0.20018	0.958313	3984	3	-0.61296	0.9572	0.95716	0.999997	18083	0	-0.61296
RPL8	4	0.090404	0.20019	0.958313	3985	2	-0.36956	0.26365	0.45639	0.999997	8511	2	-0.36956
TM4SF4	4	0.090446	0.20027	0.958313	3986	2	-0.046146	0.60043	0.74014	0.999997	13778	1	-0.046146
MGA	4	0.090494	0.20035	0.958313	3987	3	-1.2185	0.73571	0.7957	0.999997	14803	1	-1.2185
STX4	4	0.090514	0.20039	0.958313	3988	2	0.015124	0.12133	0.25919	0.999997	4934	2	0.015124
TAS2R30	4	0.090545	0.20044	0.958313	3989	2	-0.39074	0.042534	0.12368	0.953069	2472	1	-0.39074
KPRP	4	0.090591	0.20052	0.958313	3990	1	0.47064	0.15571	0.31351	0.999997	5899	3	0.47064
SRPK1	4	0.090639	0.20062	0.958313	3991	2	-0.16616	0.19451	0.37204	0.999997	6984	1	-0.16616
FGF10	4	0.090665	0.20066	0.958313	3992	3	-1.0808	0.87234	0.87607	0.999997	16414	1	-1.0808
SMAD6	4	0.090686	0.2007	0.958313	3993	3	-1.0218	0.46325	0.62278	0.999997	11539	1	-1.0218
KHDRBS1	4	0.090687	0.2007	0.958313	3994	3	-0.51398	0.86836	0.87297	0.999997	16354	1	-0.51398
CALML3	4	0.090736	0.20078	0.958313	3995	3	-0.79348	0.96243	0.96236	0.999997	18199	0	-0.79348
FGF14	4	0.090747	0.2008	0.958313	3996	3	-0.60531	0.67052	0.76836	0.999997	14293	1	-0.60531
CD28	4	0.090784	0.20087	0.958313	3997	1	-0.018458	0.60482	0.74397	0.999997	13850	2	-0.018458
TANGO2	4	0.090788	0.20088	0.958313	3998	3	-0.51936	0.90804	0.90779	0.999997	17055	0	-0.51936
CHAC1	4	0.090832	0.20096	0.958313	3999	1	0.095568	0.39859	0.56846	0.999997	10567	2	0.095568
CCNO	4	0.09084	0.20097	0.958313	4000	3	-0.69404	0.59081	0.73174	0.999997	13621	1	-0.69404
TMEM244	4	0.09088	0.20103	0.958313	4001	2	-0.40825	0.44022	0.60341	0.999997	11193	2	-0.40825
LRRC8B	4	0.090954	0.20117	0.958313	4002	3	-0.79095	0.80563	0.8316	0.999997	15538	1	-0.79095
FAM178B	4	0.091025	0.2013	0.958313	4003	3	-0.5003	0.66898	0.76777	0.999997	14284	1	-0.5003
ZNF235	4	0.091066	0.20138	0.958313	4004	3	-0.961	0.96214	0.96206	0.999997	18190	0	-0.961
CFAP97	4	0.091076	0.2014	0.958313	4005	3	-0.51385	0.71036	0.78453	0.999997	14615	1	-0.51385
TSPYL6	4	0.091095	0.20144	0.958313	4006	2	-0.040331	0.38628	0.55806	0.999997	10384	2	-0.040331
C19orf57	4	0.091169	0.20158	0.958313	4007	3	-1.0584	0.27552	0.46615	0.999997	8691	1	-1.0584
OR6M1	4	0.091174	0.20159	0.958313	4008	2	-0.042133	0.15315	0.30959	0.999997	5839	2	-0.042133
RBM12B	4	0.09121	0.20165	0.958313	4009	3	-0.38066	0.97313	0.97307	0.999997	18442	0	-0.38066
KIAA0226	4	0.09122	0.20167	0.958313	4010	3	-0.50703	0.14108	0.29076	0.999997	5521	1	-0.50703
ASNSD1	4	0.091221	0.20167	0.958313	4011	2	0.069705	0.021708	0.068807	0.9063	1448	2	0.069705
MAPK12	4	0.091241	0.2017	0.958313	4012	3	-0.70483	0.94447	0.94437	0.999997	17797	0	-0.70483
IQCF1	4	0.091314	0.20182	0.958313	4013	1	-0.14495	0.24238	0.439	0.999997	8205	1	-0.14495
TMOD4	4	0.091362	0.2019	0.958313	4014	2	-0.66176	0.71289	0.78556	0.999997	14634	1	-0.66176
CCDC27	4	0.091411	0.20198	0.958313	4015	1	-0.21088	0.27629	0.46678	0.999997	8704	1	-0.21088
C19orf12	4	0.091457	0.20207	0.958313	4016	2	-0.60796	0.9712	0.97116	0.999997	18392	0	-0.60796
STRA6	4	0.091473	0.20209	0.958313	4017	2	-0.40024	0.49555	0.64995	0.999997	12064	2	-0.40024
RRNAD1	4	0.091488	0.20212	0.958313	4018	3	-0.35099	0.93975	0.93972	0.999997	17696	0	-0.35099
ADAMTSL3	4	0.09152	0.20218	0.958313	4019	2	-0.60935	0.067507	0.16852	0.97762	3282	2	-0.60935
KANK4	4	0.091536	0.20221	0.958313	4020	3	-0.91357	0.88278	0.88448	0.999997	16576	1	-0.91357
LCNL1	4	0.091599	0.20232	0.958313	4021	2	-0.61284	0.5472	0.69404	0.999997	12878	2	-0.61284
MBD3L4	4	0.091678	0.20247	0.958313	4022	3	-0.88204	0.77334	0.81408	0.999997	15163	1	-0.88204
LMAN1	4	0.091693	0.2025	0.958313	4023	2	-0.71572	0.93789	0.93785	0.999997	17657	0	-0.71572
TP53TG3C	4	0.0917	0.20251	0.958313	4024	1	0.033217	0.84547	0.85623	0.999997	16005	1	0.033217
RAB2B	4	0.091709	0.20253	0.958313	4025	2	-0.22917	0.48434	0.64052	0.999997	11885	2	-0.22917
TMEM167A	4	0.091741	0.20258	0.958313	4026	2	-0.7216	0.32553	0.50736	0.999997	9450	2	-0.7216
PRPSAP1	4	0.091757	0.20261	0.958313	4027	2	-1.321	0.076812	0.18478	0.987389	3573	2	-1.321
PSD2	4	0.091796	0.20268	0.958313	4028	1	1.2824	0.0091784	0.030996	0.843921	696	3	1.2824
ZBED6	4	0.091845	0.20277	0.958313	4029	3	-0.52683	0.38927	0.56058	0.999997	10432	1	-0.52683
ARPC4	4	0.09187	0.20281	0.958313	4030	3	-0.62245	0.95772	0.9577	0.999997	18097	0	-0.62245
