Gene	sgRNA	DMSO|beta	DMSO|z	DMSO|p-value	DMSO|fdr	DMSO|wald-p-value	DMSO|wald-fdr	osi|beta	osi|z	osi|p-value	osi|fdr	osi|wald-p-value	osi|wald-fdr
PLAUR	4	-0.40412	-1.1125	0.0031915	0.015734	0.26593	0.99926	-0.33819	-0.93271	0.1217	0.23325	0.35097	0.57909
PLCB2	4	-0.096162	-0.33073	0.33124	0.46306	0.74085	0.99926	-0.052943	-0.18211	0.73196	0.82522	0.8555	0.92899
PLCB3	4	-0.17042	-0.55227	0.11542	0.21226	0.58076	0.99926	-0.32429	-1.0509	0.13561	0.25236	0.29329	0.52291
PLCB4	4	-0.012844	-0.046758	0.79459	0.86001	0.96271	0.99926	-0.90148	-3.2804	0.00015696	0.0012443	0.0010366	0.02162
PLCD1	4	0.047182	0.18355	0.78747	0.85517	0.85437	0.99926	-0.22044	-0.85748	0.28729	0.43621	0.39118	0.61423
PLCL1	4	-0.41308	-1.1432	0.0026683	0.013769	0.25297	0.99436	0.19911	0.56005	0.44232	0.58691	0.57545	0.75742
PLCG1	4	-0.31126	-0.9765	0.013656	0.045257	0.32882	0.99926	0.47066	1.4782	0.050018	0.12189	0.13937	0.34827
PLCG2	4	-0.050522	-0.16878	0.55794	0.67336	0.86597	0.99926	-0.5973	-1.9942	0.010255	0.036995	0.046128	0.17989
PLD1	4	0.12855	0.33874	0.31685	0.44926	0.73481	0.99926	-0.53632	-1.4027	0.018417	0.056719	0.1607	0.37603
PLD2	4	-0.14232	-0.56546	0.1771	0.29204	0.57176	0.99926	-0.11892	-0.47258	0.52875	0.6631	0.63651	0.79722
PLEC	4	0.086834	0.33212	0.53587	0.65457	0.7398	0.99926	-0.304	-1.1611	0.15654	0.28073	0.24559	0.47309
PLG	4	-0.095398	-0.49129	0.33391	0.46577	0.62322	0.99926	-0.11864	-0.61107	0.52938	0.66361	0.54115	0.73339
PLEK	4	-0.087465	-0.38534	0.36865	0.50078	0.69998	0.99926	0.17062	0.75177	0.52017	0.65533	0.45219	0.66435
PLGLB2	4	-0.33337	-1.1684	0.0097316	0.03568	0.24263	0.99128	-0.13715	-0.48077	0.478	0.61855	0.63068	0.79288
PLGLB1	4	0.31434	0.63214	0.011824	0.040589	0.5273	0.99926	0.71125	1.4373	0.0037147	0.016821	0.15062	0.36262
SERPINF2	4	-0.070757	-0.30243	0.44792	0.57688	0.76232	0.99926	-0.12588	-0.53817	0.50913	0.64636	0.59046	0.76678
PLIN1	4	-0.12083	-0.52707	0.2391	0.36545	0.59815	0.99926	-0.05626	-0.24546	0.7226	0.81901	0.8061	0.90377
PLK1	4	-0.81718	-1.871	0	0	0.06135	0.81881	-1.0962	-2.5038	0	0	0.012286	0.083179
FXYD1	4	-0.028369	-0.11115	0.69361	0.78518	0.9115	0.99926	-0.55786	-2.1847	0.014859	0.048217	0.028913	0.13531
FXYD3	4	-0.3305	-1.1999	0.010046	0.03646	0.23017	0.98834	-0.52203	-1.8952	0.021922	0.065062	0.058064	0.20609
PLN	4	-0.065526	-0.459	0.47664	0.60287	0.64623	0.99926	-0.02999	-0.21008	0.80992	0.87725	0.83361	0.91763
PLOD1	4	-0.32219	-1.7265	0.011197	0.039065	0.084259	0.86699	-0.16388	-0.87867	0.40805	0.55604	0.37958	0.60428
PLOD2	4	-0.13168	-0.32146	0.2063	0.32689	0.74786	0.99926	-0.27366	-0.66809	0.19657	0.33145	0.50408	0.70653
PLP1	4	-0.11417	-0.62742	0.26192	0.39119	0.53038	0.99926	-0.30278	-1.6639	0.15775	0.28214	0.096134	0.28005
PLP2	4	0.012917	0.088371	0.97489	0.98395	0.92958	0.99926	0.014223	0.097317	0.96646	0.97995	0.92247	0.96109
PLRG1	4	-1.0178	-2.1994	0	0	0.02785	0.68862	-0.31237	-0.68163	0.14775	0.26893	0.49547	0.70008
PLS1	4	0.098223	0.26345	0.4689	0.59584	0.7922	0.99926	-0.27914	-0.74832	0.18903	0.32236	0.45427	0.6666
PLS3	4	0.033407	0.12412	0.88045	0.92042	0.90122	0.99926	-0.72263	-2.683	0.0023544	0.011652	0.0072955	0.061481
PLSCR1	4	-0.040859	-0.08737	0.61571	0.72227	0.93038	0.99926	0.22304	0.47818	0.38121	0.53059	0.63252	0.79426
PLTP	4	0.12114	0.47158	0.34971	0.48131	0.63722	0.99926	0.32115	1.251	0.19217	0.32574	0.21094	0.436
PLXNA1	4	-0.060587	-0.23524	0.5028	0.62659	0.81402	0.99926	-0.131	-0.50867	0.49401	0.63207	0.61099	0.78123
PLXNA2	4	5.8091e-05	0.00026335	0.88406	0.92263	0.99979	0.99999	-0.26869	-1.2178	0.20337	0.33882	0.2233	0.45041
PLXNB1	4	-0.63766	-1.6631	5.232e-05	0.00061387	0.096302	0.88991	-0.19686	-0.51518	0.33564	0.48536	0.60642	0.77773
PLXNB3	4	0.028947	0.096316	0.91085	0.94138	0.92327	0.99926	-0.20238	-0.67339	0.32376	0.4732	0.5007	0.70439
PMAIP1	4	-0.18	-0.61568	0.10019	0.19144	0.53811	0.99926	-0.39538	-1.3521	0.075551	0.16529	0.17634	0.3955
PMCH	4	-0.18081	-0.83283	0.098676	0.189	0.40494	0.99926	-0.18241	-0.84074	0.36619	0.51626	0.40049	0.62218
PNOC	4	-0.097364	-0.42819	0.32617	0.45781	0.66851	0.99926	-0.037819	-0.16635	0.78161	0.85823	0.86788	0.93489
PML	4	-0.12603	-0.55523	0.22325	0.34683	0.57874	0.99926	-0.30045	-1.3237	0.16089	0.28605	0.1856	0.40617
PMM1	4	-0.19804	-0.58711	0.075865	0.15518	0.55713	0.99926	0.092292	0.27383	0.76686	0.8483	0.78421	0.89223
PMM2	4	-0.15186	-0.48357	0.15335	0.26263	0.62869	0.99926	-0.77162	-2.455	0.001465	0.0082865	0.014088	0.09026
PMP2	4	0.19258	1.1679	0.12128	0.22043	0.24286	0.99128	0.025313	0.15351	0.99414	0.99628	0.878	0.93965
PMP22	4	-0.057337	-0.12597	0.52033	0.64141	0.89976	0.99926	-0.22656	-0.49761	0.27547	0.42306	0.61876	0.78591
PMS1	4	-0.1515	-0.52777	0.15435	0.26401	0.59766	0.99926	-0.082952	-0.28917	0.638	0.75421	0.77245	0.88465
EXOSC9	4	-0.89946	-1.9481	0	0	0.051406	0.79964	-1.9534	-4.1264	0	0	3.6847e-05	0.0032909
EXOSC10	4	-0.81794	-1.9138	0	0	0.055647	0.8088	-1.1215	-2.6169	0	0	0.0088721	0.068487
PMS2	4	-0.099996	-0.39881	0.31554	0.4479	0.69003	0.99926	0.078099	0.31175	0.81379	0.8796	0.75523	0.87441
PRRX1	4	0.073251	0.27205	0.61738	0.72362	0.78558	0.99926	-0.43915	-1.6258	0.050908	0.12359	0.10399	0.29341
PNLIP	4	0.13217	0.37463	0.30142	0.43316	0.70793	0.99926	-0.20692	-0.58579	0.31429	0.46336	0.55802	0.74496
PNLIPRP1	4	-0.40273	-0.98671	0.0032439	0.015934	0.32378	0.99926	-0.026233	-0.064511	0.8231	0.88616	0.94856	0.97618
PNLIPRP2	4	-0.13077	-0.55769	0.20918	0.33019	0.57706	0.99926	-0.18746	-0.79943	0.35625	0.50628	0.42404	0.64292
PNMT	4	-0.072171	-0.43814	0.44085	0.5699	0.66128	0.99926	-0.35853	-2.1764	0.1037	0.20819	0.029523	0.13693
PNN	4	-0.59928	-1.555	0.00010464	0.0011105	0.11995	0.92303	-0.51132	-1.3272	0.024643	0.071202	0.18445	0.40521
UBL3	4	-0.090942	-0.20622	0.35322	0.48502	0.83662	0.99926	-0.25603	-0.58055	0.22336	0.36209	0.56155	0.74721
5-Sep	4	-0.46912	-1.8522	0.0013603	0.008719	0.063991	0.82755	-0.4768	-1.8837	0.034636	0.092162	0.059599	0.20917
4-Sep	4	0.073837	0.31121	0.61377	0.72071	0.75564	0.99926	0.12188	0.51375	0.67111	0.78009	0.60743	0.77829
PODXL	4	-0.49393	-1.8925	0.00088945	0.0063886	0.058428	0.81724	-0.55594	-2.1307	0.014964	0.048409	0.03311	0.14765
POLA1	4	-0.14953	-0.32595	0.15858	0.26897	0.74447	0.99926	-0.62888	-1.3684	0.0077957	0.030285	0.1712	0.38904
POLB	4	-0.11038	-0.40052	0.27609	0.40692	0.68878	0.99926	-0.28057	-1.0181	0.18657	0.31896	0.30865	0.53821
POLD1	4	-1.1285	-2.2457	0	0	0.024721	0.66453	-1.779	-3.4902	0	0	0.00048271	0.013789
POLD2	4	-1.146	-2.2562	0	0	0.024059	0.66147	-2.3905	-4.6513	0	0	3.2987e-06	0.00072468
POLE	4	-1.0939	-2.0398	0	0	0.041369	0.76078	-1.6796	-3.0798	0	0	0.0020711	0.031262
POLE2	4	-1.1062	-2.2136	0	0	0.026856	0.68264	-1.3672	-2.734	0	0	0.0062564	0.056505
POLG	4	-0.56449	-1.4821	0.00015696	0.0014837	0.13832	0.93523	-0.8756	-2.292	0.00020928	0.0015842	0.021908	0.11634
POLH	4	-0.50306	-1.5427	0.00078481	0.0057759	0.1229	0.92576	-0.93656	-2.8694	5.232e-05	0.00043422	0.004112	0.04509
POLR2A	4	-0.93913	-1.2048	0	0	0.22828	0.98834	-0.51719	-0.68046	0.02323	0.06814	0.49621	0.70061
POLR2B	4	-0.22059	-0.57383	0.053471	0.12032	0.56608	0.99926	-0.97846	-2.5104	5.232e-05	0.00043422	0.01206	0.082469
POLR2C	4	-0.65637	-1.2653	5.232e-05	0.00061387	0.20575	0.98116	-1.5153	-2.8377	0	0	0.0045441	0.047526
POLR2D	4	-0.65216	-1.2962	5.232e-05	0.00061387	0.1949	0.97712	-0.89161	-1.7667	0.00020928	0.0015842	0.077278	0.24499
POLR2E	4	-0.15709	-0.59387	0.14163	0.24771	0.5526	0.99926	-0.22819	-0.86303	0.27269	0.41998	0.38812	0.61169
POLR2F	4	-0.4792	-1.2165	0.0012034	0.0081676	0.22381	0.988	-0.97686	-2.4536	5.232e-05	0.00043422	0.014145	0.090508
POLR2G	4	-0.47931	-0.90586	0.0012034	0.0081676	0.36501	0.99926	-3.3997	-6.3445	0	0	2.2313e-10	1.0662e-06
POLR2H	4	-0.12897	-0.46075	0.21451	0.33667	0.64498	0.99926	-0.39623	-1.4134	0.075132	0.16466	0.15755	0.37156
POLR2I	4	-0.63492	-1.0187	5.232e-05	0.00061387	0.30835	0.99926	-1.2313	-1.921	0	0	0.054738	0.19924
POLR2J	4	-0.79111	-1.3666	0	0	0.17176	0.95718	-0.79985	-1.3834	0.0010987	0.0065359	0.16656	0.38405
POLR2K	4	-0.57921	-1.2473	0.00015696	0.0014837	0.21228	0.98346	-0.71278	-1.5351	0.0027207	0.013282	0.12476	0.3272
POLR2L	4	-1.4715	-2.6986	0	0	0.0069625	0.50355	-1.2784	-2.3599	0	0	0.018279	0.10504
POLRMT	4	-0.84904	-1.3308	0	0	0.18326	0.97067	-1.9064	-2.9295	0	0	0.0033955	0.041075
POMC	4	-0.020734	-0.10105	0.74494	0.82396	0.91951	0.99926	-0.12811	-0.62441	0.50175	0.63904	0.53236	0.72813
PON1	4	-0.25165	-0.73801	0.034218	0.088045	0.46051	0.99926	-0.24394	-0.71749	0.24523	0.38811	0.47307	0.68256
PON2	4	-0.55702	-1.2127	0.0002616	0.0022371	0.22523	0.98834	-1.4804	-3.1324	0	0	0.0017337	0.028576
PON3	4	0.023097	0.092954	0.95302	0.96904	0.92594	0.99926	-0.47039	-1.8925	0.036938	0.096765	0.058422	0.20671
POR	4	0.019807	0.061325	0.97891	0.98655	0.9511	0.99926	0.15585	0.48262	0.56705	0.69635	0.62937	0.79202
POU1F1	4	-0.45685	-1.2822	0.0015173	0.0093368	0.19977	0.97945	-0.08324	-0.23507	0.63711	0.75334	0.81416	0.90777
POU2AF1	4	-0.14623	-0.46734	0.16779	0.28104	0.64026	0.99926	-0.70001	-2.2366	0.0033485	0.015659	0.025313	0.12524
POU2F1	4	-0.63891	-1.6321	5.232e-05	0.00061387	0.10266	0.9017	-1.4165	-3.6125	0	0	0.00030331	0.010596
POU2F2	4	-0.15463	-0.51457	0.14712	0.2551	0.60685	0.99926	-0.82933	-2.736	0.00068017	0.0044983	0.006219	0.056387
POU3F1	4	-0.31799	-0.92552	0.012086	0.041383	0.3547	0.99926	-0.059297	-0.17344	0.71323	0.81225	0.8623	0.93298
POU3F2	4	0.018822	0.066232	0.98556	0.99085	0.94719	0.99926	0.28849	1.0154	0.24455	0.38734	0.30993	0.53925
POU3F4	4	-0.43062	-1.7907	0.0024067	0.012912	0.073349	0.84048	-0.2019	-0.83959	0.32449	0.47391	0.40114	0.62288
POU4F1	4	-0.20615	-0.866	0.067022	0.14145	0.38649	0.99926	0.39627	1.665	0.10354	0.20799	0.095922	0.27977
POU4F2	4	-0.39356	-0.90374	0.0036101	0.017126	0.36613	0.99926	-0.37906	-0.87224	0.088317	0.18566	0.38308	0.60726
POU4F3	4	-0.40485	-1.7711	0.0030869	0.015313	0.076546	0.84596	-0.48267	-2.1116	0.032857	0.088625	0.034717	0.15156
POU5F1	4	-0.33472	-1.3663	0.00947	0.03503	0.17186	0.95718	-0.29648	-1.2105	0.16596	0.2927	0.2261	0.45331
POU5F1B	4	0.22168	0.57779	0.072725	0.15012	0.56341	0.99926	-0.013434	-0.034999	0.86664	0.91539	0.97208	0.98669
POU6F1	4	-0.47452	-1.1538	0.001308	0.0085881	0.2486	0.99311	-1.1019	-2.6694	0	0	0.007599	0.06301
PPA1	4	-0.71068	-1.9158	5.232e-05	0.00061387	0.055385	0.80707	-0.52585	-1.4203	0.021085	0.063097	0.15553	0.36941
PPARA	4	-0.47831	-1.9026	0.0012557	0.0083478	0.057087	0.81289	-0.3716	-1.4785	0.093392	0.19272	0.13928	0.3482
PPARD	4	-0.35293	-1.6372	0.0076388	0.030265	0.10158	0.90042	-0.032413	-0.15038	0.80144	0.87183	0.88047	0.94095
PPARG	4	-0.013331	-0.034527	0.79098	0.85752	0.97246	0.99926	-0.4188	-1.0833	0.06132	0.1417	0.27868	0.50789
MED1	4	-0.45637	-1.8648	0.0015696	0.0094757	0.062209	0.82213	-0.41579	-1.6995	0.062628	0.14351	0.08923	0.26798
PPEF2	4	0.07679	0.27928	0.59603	0.70569	0.78003	0.99926	-0.23856	-0.86732	0.25433	0.3989	0.38577	0.60986
PPAT	4	-0.67256	-1.8476	5.232e-05	0.00061387	0.064664	0.8279	-1.3509	-3.6799	0	0	0.00023329	0.0091176
PPBP	4	-0.12668	-0.30189	0.22137	0.3446	0.76273	0.99926	-0.1401	-0.33416	0.47047	0.6122	0.73826	0.86328
PPEF1	4	-0.12537	-0.32382	0.22534	0.34959	0.74607	0.99926	0.1147	0.29742	0.69424	0.79828	0.76615	0.88102
CTSA	4	-0.36619	-1.3841	0.005546	0.023256	0.16633	0.95269	-0.69324	-2.6191	0.0035578	0.016295	0.0088166	0.068251
PPIA	4	-0.33985	-1.0391	0.0085805	0.032322	0.29876	0.99926	-0.76471	-2.3326	0.0015696	0.0088365	0.019671	0.10915
PPIB	4	-0.66425	-1.3788	5.232e-05	0.00061387	0.16795	0.95304	-1.0038	-2.0761	5.232e-05	0.00043422	0.037883	0.16011
PPIC	4	-0.43431	-1.3189	0.0023544	0.012912	0.1872	0.97313	-0.3017	-0.9186	0.15963	0.28448	0.35831	0.58483
PPID	4	-0.55462	-1.8519	0.0002616	0.0022371	0.064045	0.82755	-0.35234	-1.18	0.10867	0.21514	0.23801	0.4657
PPL	4	-0.39121	-1.3034	0.0037147	0.01747	0.19243	0.97668	-0.37221	-1.2405	0.092973	0.19209	0.21479	0.44058
PPM1A	4	-0.48694	-1.3851	0.00094177	0.006591	0.16601	0.95269	-0.1186	-0.33982	0.52948	0.66367	0.73399	0.86131
PPM1B	4	0.0040343	0.016475	0.91163	0.94189	0.98686	0.99926	-0.10003	-0.40852	0.58405	0.70957	0.68289	0.82981
PPM1G	4	-0.023762	-0.088827	0.72464	0.80786	0.92922	0.99926	-0.50944	-1.9031	0.025166	0.072276	0.05703	0.2041
PPOX	4	-0.73362	-2.6148	5.232e-05	0.00061387	0.0089282	0.52026	-0.75445	-2.6892	0.0016219	0.008847	0.0071617	0.060838
PPP1CA	4	-0.60319	-1.5428	0.00010464	0.0011105	0.12287	0.92576	-0.30305	-0.77612	0.15743	0.2819	0.43768	0.6537
PPP1CB	4	-1.0027	-2.0446	0	0	0.040897	0.76051	-1.4554	-2.928	0	0	0.0034116	0.041184
PPP1CC	4	-0.031841	-0.11219	0.67195	0.76753	0.91067	0.99926	-0.41819	-1.4708	0.061529	0.14193	0.14134	0.35047
PPP1R1A	4	-0.1686	-0.41946	0.11819	0.21601	0.67488	0.99926	-1.3404	-3.3316	0	0	0.0008636	0.019429
PPP1R2	4	-0.28269	-0.803	0.021294	0.062673	0.42198	0.99926	-1.1548	-3.2646	0	0	0.001096	0.022331
PPP1R3A	4	0.067986	0.23899	0.65108	0.75151	0.81111	0.99926	-0.36327	-1.2765	0.10025	0.20335	0.20176	0.4261
PPP1R3C	4	0.015908	0.038062	0.99404	0.99643	0.96964	0.99926	0.080276	0.19274	0.80668	0.87528	0.84716	0.92416
PPP1R3D	4	-0.15773	-0.39675	0.14006	0.24555	0.69155	0.99926	0.42471	1.0703	0.08026	0.17292	0.28448	0.51367
PPP1R7	4	-0.86384	-1.7436	0	0	0.081237	0.85968	-0.26651	-0.54693	0.20693	0.34305	0.58442	0.76335
PPP1R8	4	-0.74639	-1.7271	5.232e-05	0.00061387	0.084156	0.86699	-1.6683	-3.8231	0	0	0.00013178	0.0067533
PPP1R10	4	-0.78511	-2.571	0	0	0.01014	0.54441	-0.8484	-2.7803	0.00047088	0.0032799	0.0054309	0.052477
PPP2CA	4	-0.56575	-2.2778	0.00015696	0.0014837	0.02274	0.64967	-0.24385	-0.98373	0.24528	0.38811	0.32525	0.55405
PPP2CB	4	-0.041665	-0.18211	0.61152	0.71882	0.85549	0.99926	0.14381	0.6286	0.60341	0.72582	0.52961	0.72614
PPP2R1A	4	-0.68521	-1.5041	5.232e-05	0.00061387	0.13256	0.93195	-0.55145	-1.2209	0.015382	0.049296	0.22213	0.4493
PPP2R1B	4	-0.31993	-1.4444	0.01151	0.039747	0.14862	0.94059	-0.044749	-0.20275	0.75818	0.8424	0.83933	0.92054
PPP2R2A	4	-0.13169	-0.30834	0.2063	0.32689	0.75783	0.99926	0.34634	0.82184	0.15722	0.2816	0.41117	0.63137
PPP2R2B	4	-0.084773	-0.51161	0.38105	0.51314	0.60892	0.99926	-0.36608	-2.2092	0.097682	0.19925	0.027162	0.13057
PPP2R2C	4	-0.032156	-0.11964	0.6696	0.76557	0.90477	0.99926	0.11984	0.44596	0.67786	0.78569	0.65563	0.81042
PPP2R3A	4	-0.34611	-1.2013	0.008162	0.031388	0.22962	0.98834	-0.30022	-1.0429	0.16109	0.28623	0.297	0.52633
PPP2R4	4	-0.28392	-0.8795	0.020876	0.061726	0.37913	0.99926	-0.66179	-2.0497	0.0047612	0.020155	0.040396	0.16578
PPP2R5A	4	-0.098337	-0.26713	0.32093	0.45253	0.78937	0.99926	-0.012803	-0.034848	0.86868	0.91704	0.9722	0.9867
PPP2R5B	4	-0.24069	-0.72674	0.04081	0.099974	0.46739	0.99926	-0.64234	-1.9379	0.0066447	0.026782	0.052634	0.19466
PPP2R5C	4	0.043076	0.11098	0.8151	0.87557	0.91163	0.99926	-1.1947	-3.0697	0	0	0.002143	0.03185
PPP2R5D	4	-0.39547	-1.1696	0.0035055	0.016758	0.24217	0.99128	-0.98067	-2.8771	5.232e-05	0.00043422	0.0040129	0.044702
PPP2R5E	4	-0.046167	-0.13829	0.58363	0.69554	0.89001	0.99926	-0.85251	-2.5291	0.00041856	0.0029575	0.011437	0.079894
PPP3CA	4	-0.21874	-0.51523	0.055093	0.12293	0.60639	0.99926	0.43026	1.014	0.075498	0.16525	0.31058	0.53979
PPP4C	4	-1.1529	-2.2699	0	0	0.023212	0.65543	-1.1603	-2.2863	0	0	0.022238	0.11735
PPP3CB	4	0.0054076	0.01935	0.92068	0.9472	0.98456	0.99926	-0.083403	-0.2985	0.63684	0.75317	0.76532	0.88037
PPP3CC	4	-0.097856	-0.62047	0.32386	0.45545	0.53495	0.99926	-0.37323	-2.3663	0.09245	0.19163	0.017967	0.10403
PPP3R1	4	-0.13406	-0.25483	0.19866	0.3175	0.79885	0.99926	0.68697	1.3066	0.0045519	0.019603	0.19134	0.41407
PPP3R2	4	0.14126	0.51665	0.26657	0.39631	0.6054	0.99926	-0.08056	-0.29462	0.64563	0.76023	0.76828	0.88262
PPP5C	4	-0.45999	-1.4134	0.0015173	0.0093368	0.15753	0.94689	-0.67099	-2.061	0.0044996	0.019541	0.039299	0.1636
PPP6C	4	-1.5852	-2.409	0	0	0.015996	0.61851	-1.3252	-2.0377	0	0	0.041576	0.16861
PPT1	4	-0.14751	-0.68817	0.16408	0.2761	0.49135	0.99926	0.27927	1.3033	0.26207	0.40767	0.19248	0.41495
PPY	4	-0.098247	-0.35994	0.32156	0.45331	0.71889	0.99926	-0.31519	-1.1547	0.14467	0.26492	0.24821	0.47624
NPY4R	4	-0.44844	-1.3114	0.0016219	0.0096603	0.18973	0.97564	-0.71344	-2.0855	0.0026683	0.013033	0.037019	0.15755
PRB1	4	-0.45975	-1.0549	0.0015173	0.0093368	0.29147	0.99926	-0.43572	-1.0015	0.052425	0.1262	0.31657	0.54604
PRB3	4	0.107	0.44294	0.42123	0.55143	0.65781	0.99926	-0.093383	-0.38655	0.60566	0.72759	0.69909	0.83888
PRB4	4	-0.29037	-1.1492	0.018521	0.056334	0.25048	0.99311	-0.11821	-0.46785	0.53027	0.66433	0.63989	0.79973
PRCC	4	-0.38949	-0.89154	0.0037671	0.01754	0.37264	0.99926	-1.1695	-2.6767	0	0	0.0074357	0.062005
PRCP	4	-0.088557	-0.48192	0.36399	0.49576	0.62987	0.99926	-0.13702	-0.74573	0.47852	0.61901	0.45583	0.66749
PRELP	4	0.20723	1.0913	0.093026	0.18093	0.27514	0.99926	0.12264	0.64585	0.66855	0.77853	0.51838	0.71764
PREP	4	-0.022509	-0.079302	0.73317	0.81466	0.93679	0.99926	-0.1843	-0.64932	0.36274	0.51295	0.51613	0.71581
PRF1	4	-0.7523	-1.9082	0	0	0.056361	0.81251	-0.59927	-1.5239	0.0099932	0.036264	0.12753	0.33127
SRGN	4	-0.25575	-0.80116	0.032125	0.084133	0.42304	0.99926	-0.12892	-0.4044	0.49888	0.63626	0.68592	0.83127
PRG2	4	-0.13604	-0.4121	0.19306	0.31068	0.68026	0.99926	0.11483	0.34816	0.69382	0.79804	0.72772	0.85768
PRH1	4	-0.16409	-0.56781	0.12703	0.2283	0.57017	0.99926	-0.10486	-0.3629	0.56972	0.69864	0.71668	0.84975
PRH2	4	-0.10795	-0.27425	0.28426	0.4154	0.7839	0.99926	-0.68489	-1.7253	0.0039764	0.01787	0.084482	0.25868
PRIM1	4	-0.74873	-2.2193	0	0	0.026464	0.67985	-1.2638	-3.7314	0	0	0.00019039	0.008141
PRIM2	4	-0.21649	-0.61452	0.056872	0.12553	0.53887	0.99926	-0.47683	-1.3512	0.034636	0.092162	0.17664	0.39589
PRKAA1	4	-0.45263	-1.0479	0.0015696	0.0094757	0.2947	0.99926	0.14328	0.33318	0.60493	0.72717	0.739	0.86357
PRKAA2	4	0.04958	0.19252	0.77078	0.8426	0.84733	0.99926	-0.24106	-0.93499	0.24967	0.39298	0.34979	0.57764
PRKAB1	4	-0.19242	-1.0502	0.082823	0.16566	0.29362	0.99926	-0.20296	-1.1081	0.32271	0.47232	0.26782	0.49649
PRKAB2	4	-0.016713	-0.075169	0.76948	0.84136	0.94008	0.99926	-0.35562	-1.5992	0.10626	0.21214	0.10978	0.30302
PRKACA	4	0.035922	0.12151	0.86454	0.90946	0.90329	0.99926	-0.73366	-2.4794	0.0020405	0.010492	0.013161	0.08668
PRKACB	4	-0.070933	-0.28462	0.44682	0.57567	0.77594	0.99926	-0.42755	-1.7151	0.056401	0.13328	0.086328	0.26246
PRKACG	4	-0.17342	-0.82693	0.11108	0.20686	0.40828	0.99926	-0.16549	-0.78917	0.40449	0.55312	0.43001	0.64792
PKIA	4	0.16387	0.40014	0.19024	0.30725	0.68906	0.99926	-0.41958	-1.0204	0.060744	0.14073	0.30754	0.53695
PKIB	4	-0.31909	-0.92161	0.011824	0.040589	0.35673	0.99926	-0.32165	-0.93029	0.13813	0.25576	0.35222	0.58016
PRKAG1	4	-0.38509	-1.1384	0.0041333	0.018836	0.25497	0.99697	-0.9103	-2.678	5.232e-05	0.00043422	0.0074068	0.061923
PRKAR1A	4	-0.057297	-0.14563	0.52048	0.64148	0.88421	0.99926	-1.3184	-3.3278	0	0	0.00087531	0.019499
PRKAR1B	4	0.096256	0.35308	0.4802	0.60619	0.72403	0.99926	-0.38558	-1.4137	0.082928	0.17719	0.15744	0.37145
PRKAR2A	4	-0.33606	-1.251	0.0092084	0.034221	0.21093	0.98269	-0.48747	-1.8147	0.030764	0.08388	0.069572	0.23002
PRKAR2B	4	-0.023095	-0.073801	0.72888	0.81093	0.94117	0.99926	0.10781	0.34457	0.71663	0.81467	0.73042	0.85943
PRKCA	4	-0.41214	-0.99932	0.0027207	0.013907	0.31764	0.99926	-0.66846	-1.6174	0.0045519	0.019603	0.1058	0.29667
PRKCB	4	-0.017329	-0.067417	0.76618	0.83877	0.94625	0.99926	-0.32745	-1.2737	0.13195	0.24706	0.20277	0.42714
PRKCD	4	-0.66804	-1.451	5.232e-05	0.00061387	0.14678	0.93893	-1.0643	-2.31	0	0	0.02089	0.11309
PRKCE	4	-0.29216	-0.9613	0.018103	0.055351	0.3364	0.99926	-0.96325	-3.1689	5.232e-05	0.00043422	0.0015302	0.026759
PRKCG	4	-0.4111	-1.5313	0.0027207	0.013907	0.1257	0.93036	-0.34637	-1.2911	0.11453	0.22382	0.19666	0.42005
PRKCH	4	-0.48178	-1.6217	0.0010464	0.0071788	0.10486	0.90647	-0.54857	-1.8475	0.016115	0.051248	0.064678	0.21938
PRKCI	4	-0.44524	-1.2291	0.0017266	0.010191	0.21904	0.98571	-1.5762	-4.3179	0	0	1.5755e-05	0.0019942
PKN1	4	-0.22906	-1.0286	0.047716	0.11095	0.30369	0.99926	-0.31765	-1.4265	0.14226	0.26174	0.15374	0.36673
PKN2	4	-0.17983	-0.46233	0.10056	0.19199	0.64384	0.99926	-1.7618	-4.3777	0	0	1.1995e-05	0.0016376
PRKD1	4	0.073286	0.35021	0.61717	0.72341	0.72618	0.99926	-0.20869	-0.99728	0.31073	0.45978	0.31863	0.54787
PRKCQ	4	0.018335	0.057306	0.98901	0.99307	0.9543	0.99926	-0.52396	-1.6366	0.021556	0.064115	0.10172	0.2893
PRKCSH	4	-0.32004	-0.77697	0.01151	0.039747	0.43718	0.99926	-0.093433	-0.22817	0.60561	0.72759	0.81952	0.91009
PRKCZ	4	-0.17249	-0.3755	0.11207	0.20798	0.70729	0.99926	-0.010792	-0.023508	0.87569	0.92124	0.98124	0.99063
PRKDC	4	-0.26767	-0.91823	0.026422	0.073188	0.3585	0.99926	-0.38658	-1.3263	0.082195	0.176	0.18474	0.40548
PRKG1	4	-0.16907	-0.50881	0.11746	0.2151	0.61089	0.99926	0.036706	0.11072	0.95375	0.97159	0.91184	0.95554
PRKG2	4	-0.40061	-1.1374	0.0034008	0.016573	0.25538	0.99723	-0.65953	-1.8724	0.0050228	0.021127	0.061149	0.21223
MAPK1	4	0.13271	0.40986	0.29933	0.43096	0.68191	0.99926	-0.54136	-1.6641	0.01758	0.054839	0.096087	0.27995
MAPK3	4	0.12644	0.77869	0.32533	0.45687	0.43616	0.99926	0.079219	0.48794	0.81034	0.87731	0.62559	0.78939
